ORF_ID,Resistance_Mechanism,ID,genome
augustus_masked-NQYS01000002.1-processed-gene-22.16-mRNA-1 protein AED:0.16 eAED:0.16 QI:0|0|0|1|1|1|4|0|1308,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-22.32-mRNA-1 protein AED:0.27 eAED:0.27 QI:0|0|0|1|1|1|4|0|503,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-23.38-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|1381,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-23.34-mRNA-1 protein AED:0.32 eAED:0.32 QI:0|0|0|0.66|0.5|0.66|3|0|432,antibiotic inactivation,gnl|BL_ORD_ID|2302|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-23.52-mRNA-1 protein AED:0.28 eAED:0.28 QI:0|0|0|1|1|1|2|0|603,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-26.37-mRNA-1 protein AED:0.19 eAED:0.19 QI:0|0|0|1|1|1|3|0|622,antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-30.3-mRNA-1 protein AED:0.15 eAED:0.15 QI:0|0|0|1|1|1|3|0|475,antibiotic target replacement,gnl|BL_ORD_ID|2470|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-30.5-mRNA-1 protein AED:0.29 eAED:0.29 QI:0|0|0|1|1|1|5|0|740,antibiotic efflux,gnl|BL_ORD_ID|2283|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-30.1-mRNA-1 protein AED:0.35 eAED:0.35 QI:0|0|0|1|1|1|2|0|583,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-31.10-mRNA-1 protein AED:0.11 eAED:0.11 QI:0|0|0|1|1|1|3|0|824,antibiotic target alteration,gnl|BL_ORD_ID|2125|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000002.1-processed-gene-31.47-mRNA-1 protein AED:0.28 eAED:0.28 QI:0|-1|0|1|-1|1|1|0|669,antibiotic efflux,gnl|BL_ORD_ID|322|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-32.26-mRNA-1 protein AED:0.31 eAED:0.31 QI:0|0|0|1|1|1|5|0|521,antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-33.40-mRNA-1 protein AED:0.23 eAED:0.26 QI:0|0|0|0.83|0.8|0.83|6|0|984,antibiotic efflux,gnl|BL_ORD_ID|2373|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-34.44-mRNA-1 protein AED:0.11 eAED:0.11 QI:0|0|0|1|1|1|3|0|1669,antibiotic target alteration,gnl|BL_ORD_ID|2565|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-34.45-mRNA-1 protein AED:0.14 eAED:0.14 QI:0|0|0|1|1|1|3|0|516,antibiotic efflux,gnl|BL_ORD_ID|151|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000002.1-processed-gene-34.25-mRNA-1 protein AED:0.34 eAED:0.34 QI:0|0|0|1|1|1|4|0|579,antibiotic efflux,gnl|BL_ORD_ID|1066|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-36.16-mRNA-1 protein AED:0.29 eAED:0.29 QI:0|0|0|0.66|1|1|3|0|844,antibiotic target protection,gnl|BL_ORD_ID|1928|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-37.33-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|0.75|0.8|5|0|1548,antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-37.43-mRNA-1 protein AED:0.34 eAED:0.34 QI:0|0|0|1|1|1|3|0|419,antibiotic target alteration,gnl|BL_ORD_ID|1983|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-40.42-mRNA-1 protein AED:0.23 eAED:0.23 QI:0|0|0|1|1|1|3|0|765,antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-42.30-mRNA-1 protein AED:0.24 eAED:0.24 QI:0|0|0|0.75|1|1|8|0|384,antibiotic target alteration,gnl|BL_ORD_ID|2026|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-42.32-mRNA-1 protein AED:0.30 eAED:0.30 QI:0|0|0|1|1|1|3|0|612,antibiotic target alteration,gnl|BL_ORD_ID|2097|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-42.39-mRNA-1 protein AED:0.31 eAED:0.31 QI:0|0|0|1|1|1|3|0|478,antibiotic efflux,gnl|BL_ORD_ID|1531|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-43.77-mRNA-1 protein AED:0.15 eAED:0.15 QI:0|0|0|1|1|1|6|0|419,antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-43.59-mRNA-1 protein AED:0.19 eAED:0.27 QI:0|0|0|1|1|1|3|0|380,antibiotic target protection,gnl|BL_ORD_ID|2555|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000002.1-processed-gene-43.34-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|0.66|1|1|3|0|573,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,NQYS00000000
maker-NQYS01000007.1-augustus-gene-0.26-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|513,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,NQYS00000000
maker-NQYS01000007.1-augustus-gene-0.34-mRNA-1 protein AED:0.45 eAED:0.46 QI:0|0|0|0.4|1|1|5|0|367,antibiotic target protection,gnl|BL_ORD_ID|2558|hsp_num:0,NQYS00000000
maker-NQYS01000007.1-augustus-gene-1.6-mRNA-1 protein AED:0.33 eAED:0.33 QI:0|0|0|1|1|1|2|0|638,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,NQYS00000000
maker-NQYS01000007.1-augustus-gene-3.16-mRNA-1 protein AED:0.23 eAED:0.23 QI:0|0|0|1|1|1|8|0|500,antibiotic efflux,gnl|BL_ORD_ID|2475|hsp_num:0,NQYS00000000
maker-NQYS01000007.1-augustus-gene-12.8-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|0.66|0.5|0.66|3|0|2086,antibiotic efflux,gnl|BL_ORD_ID|1462|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-1.7-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|2|0|325,antibiotic inactivation,gnl|BL_ORD_ID|1248|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-1.11-mRNA-1 protein AED:0.17 eAED:0.17 QI:0|0|0|1|1|1|5|0|429,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-1.9-mRNA-1 protein AED:0.24 eAED:0.24 QI:0|0|0|1|1|1|4|0|580,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-1.5-mRNA-1 protein AED:0.46 eAED:0.46 QI:0|0|0|1|1|1|4|0|472,antibiotic target protection,gnl|BL_ORD_ID|810|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-1.27-mRNA-1 protein AED:0.47 eAED:0.47 QI:0|0|0|1|1|1|3|0|217,antibiotic inactivation,gnl|BL_ORD_ID|2103|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-3.1-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|1|1|1|3|0|1264,antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2406|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000006.1-processed-gene-3.29-mRNA-1 protein AED:0.22 eAED:0.22 QI:0|0|0|1|1|1|13|0|1668,antibiotic target protection,gnl|BL_ORD_ID|1911|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000006.1-processed-gene-3.23-mRNA-1 protein AED:0.26 eAED:0.26 QI:0|-1|0|1|-1|1|1|0|512,antibiotic efflux,gnl|BL_ORD_ID|2474|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-6.14-mRNA-1 protein AED:0.31 eAED:0.31 QI:0|0|0|1|1|1|6|0|593,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-7.7-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|501,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-7.0-mRNA-1 protein AED:0.22 eAED:0.22 QI:0|0|0|1|1|1|2|0|556,antibiotic efflux,gnl|BL_ORD_ID|1981|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-9.0-mRNA-1 protein AED:0.14 eAED:0.14 QI:0|0|0|1|1|1|2|0|1449,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000006.1-processed-gene-9.35-mRNA-1 protein AED:0.09 eAED:0.10 QI:0|0|0|0.8|1|1|5|0|2802,antibiotic efflux,gnl|BL_ORD_ID|2278|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-11.3-mRNA-1 protein AED:0.16 eAED:0.16 QI:0|0|0|1|1|1|4|0|1531,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-11.7-mRNA-1 protein AED:0.35 eAED:0.35 QI:0|0|0|1|1|1|5|0|513,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,NQYS00000000
maker-NQYS01000006.1-augustus-gene-13.28-mRNA-1 protein AED:0.20 eAED:0.20 QI:0|0|0|1|1|1|3|0|728,antibiotic target alteration,gnl|BL_ORD_ID|2145|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000006.1-processed-gene-19.3-mRNA-1 protein AED:0.36 eAED:0.36 QI:0|-1|0|1|-1|1|1|0|672,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000001.1-processed-gene-16.6-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|-1|0|1|-1|1|1|0|500,antibiotic target alteration,gnl|BL_ORD_ID|2403|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-16.45-mRNA-1 protein AED:0.37 eAED:0.37 QI:0|0|0|1|1|1|4|0|494,antibiotic target alteration,gnl|BL_ORD_ID|2403|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-29.28-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|7|0|2321,antibiotic target alteration,gnl|BL_ORD_ID|2024|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-44.41-mRNA-1 protein AED:0.29 eAED:0.29 QI:0|0|0|1|1|1|7|0|804,antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,NQYS00000000
maker-NQYS01000003.1-augustus-gene-0.5-mRNA-1 protein AED:0.31 eAED:0.31 QI:0|0|0|1|1|1|2|0|288,antibiotic target alteration,gnl|BL_ORD_ID|2341|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000003.1-processed-gene-37.11-mRNA-1 protein AED:0.21 eAED:0.21 QI:0|0|0|0.75|1|1|4|0|575,antibiotic target alteration,gnl|BL_ORD_ID|2000|hsp_num:0,NQYS00000000
maker-NQYS01000009.1-augustus-gene-5.77-mRNA-1 protein AED:0.04 eAED:0.05 QI:0|0|0|1|0.5|0.33|3|0|742,antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000004.1-processed-gene-19.8-mRNA-1 protein AED:0.41 eAED:0.45 QI:0|0|0|0.75|1|1|4|0|305,antibiotic target alteration,gnl|BL_ORD_ID|2344|hsp_num:0,NQYS00000000
maker-NQYS01000005.1-augustus-gene-7.28-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|4|0|3889,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000005.1-augustus-gene-21.29-mRNA-1 protein AED:0.44 eAED:0.44 QI:0|0|0|1|1|1|4|0|309,antibiotic target alteration,gnl|BL_ORD_ID|2311|hsp_num:0,NQYS00000000
maker-NQYS01000005.1-augustus-gene-22.1-mRNA-1 protein AED:0.42 eAED:0.42 QI:0|0|0|1|1|1|2|0|191,antibiotic target alteration,gnl|BL_ORD_ID|2009|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-11.19-mRNA-1 protein AED:0.40 eAED:0.40 QI:0|0|0|1|1|1|2|0|501,antibiotic target alteration,gnl|BL_ORD_ID|2010|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000002.1-processed-gene-18.27-mRNA-1 protein AED:0.43 eAED:0.43 QI:0|0|0|1|1|1|5|0|483,antibiotic target alteration,gnl|BL_ORD_ID|1997|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000007.1-processed-gene-2.40-mRNA-1 protein AED:0.21 eAED:0.21 QI:0|0|0|1|1|1|8|0|725,antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000006.1-processed-gene-0.11-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|268,antibiotic target alteration,gnl|BL_ORD_ID|2344|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-23.39-mRNA-1 protein AED:0.32 eAED:0.32 QI:0|0|0|1|1|1|3|0|341,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-54.9-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|2482,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000001.1-augustus-gene-64.71-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|0.66|3|0|2570,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000003.1-augustus-gene-13.5-mRNA-1 protein AED:0.41 eAED:0.41 QI:0|0|0|1|1|1|2|0|345,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000004.1-augustus-gene-39.32-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|0.90|11|0|2482,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
augustus_masked-NQYS01000005.1-processed-gene-0.16-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|339,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-13.14-mRNA-1 protein AED:0.38 eAED:0.38 QI:0|0|0|1|1|1|3|0|367,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-NQYS01000002.1-augustus-gene-23.45-mRNA-1 protein AED:0.22 eAED:0.22 QI:0|0|0|1|1|1|3|0|347,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,NQYS00000000
maker-SPDT01000008.1-augustus-gene-2.4-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|473,antibiotic target protection,gnl|BL_ORD_ID|2754|hsp_num:0,SPDT01000001
maker-SPDT01000008.1-augustus-gene-5.28-mRNA-1 protein AED:0.06 eAED:0.05 QI:0|0|0|1|1|1|8|0|528,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000008.1-augustus-gene-6.196-mRNA-1 protein AED:0.04 eAED:0.01 QI:0|0|0|1|1|1|3|0|587,antibiotic efflux,gnl|BL_ORD_ID|2401|hsp_num:0,SPDT01000001
maker-SPDT01000008.1-augustus-gene-8.224-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|701,antibiotic inactivation,gnl|BL_ORD_ID|2575|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000008.1-processed-gene-10.24-mRNA-1 protein AED:0.07 eAED:-0.08 QI:0|-1|0|1|-1|1|1|0|635,antibiotic target alteration,gnl|BL_ORD_ID|154|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000008.1-processed-gene-10.42-mRNA-1 protein AED:0.09 eAED:0.09 QI:0|0|0|1|1|1|3|0|579,antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-6.9-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|0.90|0.9|0.81|11|0|1313,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-6.10-mRNA-1 protein AED:0.07 eAED:0.06 QI:0|0|0|1|0|0|3|0|217,antibiotic inactivation,gnl|BL_ORD_ID|2106|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-7.191-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|4|0|547,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
snap_masked-SPDT01000003.1-processed-gene-11.89-mRNA-1 protein AED:0.09 eAED:0.08 QI:0|0|0|1|1|1|3|0|218,antibiotic inactivation,gnl|BL_ORD_ID|2575|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-12.16-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|4|0|438,antibiotic efflux,gnl|BL_ORD_ID|1945|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-15.31-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|1|1|4|0|446,antibiotic efflux,gnl|BL_ORD_ID|2497|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-17.2-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|-1|0|1|-1|1|1|0|391,antibiotic inactivation,gnl|BL_ORD_ID|2332|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-18.27-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|541,antibiotic inactivation,gnl|BL_ORD_ID|1857|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-19.46-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.66|0.75|4|0|395,antibiotic inactivation,gnl|BL_ORD_ID|2084|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-20.47-mRNA-1 protein AED:0.13 eAED:0.15 QI:0|0|0|1|1|1|13|0|1098,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
snap_masked-SPDT01000003.1-processed-gene-20.68-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|537,antibiotic target protection,gnl|BL_ORD_ID|2589|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-26.10-mRNA-1 protein AED:0.10 eAED:-0.12 QI:0|-1|0|1|-1|1|1|0|292,antibiotic inactivation,gnl|BL_ORD_ID|2727|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-27.38-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.66|0.5|4|0|769,antibiotic target alteration,gnl|BL_ORD_ID|2026|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-29.43-mRNA-1 protein AED:0.09 eAED:0.05 QI:0|0|0|0.8|0.75|0.8|5|0|424,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-30.23-mRNA-1 protein AED:0.07 eAED:0.04 QI:0|0|0|1|1|1|14|0|1451,antibiotic efflux,gnl|BL_ORD_ID|2379|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-31.51-mRNA-1 protein AED:0.38 eAED:0.34 QI:0|0|0|1|0|0|2|0|113,antibiotic target protection,gnl|BL_ORD_ID|2750|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-34.93-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|590,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-34.91-mRNA-1 protein AED:0.06 eAED:0.03 QI:0|0|0|1|1|1|3|0|542,antibiotic efflux,gnl|BL_ORD_ID|2260|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-augustus-gene-38.6-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|0.75|0.66|0.5|4|0|639,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-38.199-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|1|1|5|0|510,antibiotic efflux,gnl|BL_ORD_ID|1749|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-snap-gene-39.139-mRNA-1 protein AED:0.35 eAED:0.35 QI:0|0|0|0.8|0.5|0.4|5|0|279,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
snap_masked-SPDT01000003.1-processed-gene-40.270-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|626,antibiotic efflux,gnl|BL_ORD_ID|1184|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000003.1-processed-gene-40.239-mRNA-1 protein AED:0.04 eAED:0.01 QI:0|0|0|1|1|1|4|0|1559,antibiotic efflux,gnl|BL_ORD_ID|2277|hsp_num:0,SPDT01000001
maker-SPDT01000003.1-augustus-gene-40.15-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0|0|2|0|415,antibiotic inactivation,gnl|BL_ORD_ID|2332|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-1.64-mRNA-1 protein AED:0.03 eAED:-0.02 QI:0|-1|0|1|-1|1|1|0|418,antibiotic inactivation,gnl|BL_ORD_ID|2332|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-1.87-mRNA-1 protein AED:0.01 eAED:-0.00 QI:0|-1|0|1|-1|1|1|0|599,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-3.115-mRNA-1 protein AED:0.05 eAED:-0.02 QI:0|0|0|1|1|1|7|0|1866,antibiotic efflux,gnl|BL_ORD_ID|2378|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-snap-gene-4.3-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|0.83|0.8|0.66|6|0|1513,antibiotic efflux,gnl|BL_ORD_ID|2377|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-6.174-mRNA-1 protein AED:0.01 eAED:0.00 QI:0|0|0|1|1|1|2|0|235,antibiotic inactivation,gnl|BL_ORD_ID|31|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-6.8-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|0.85|1|1|7|0|756,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-8.227-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|1605,antibiotic efflux,gnl|BL_ORD_ID|2298|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-9.4-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|-1|0|1|-1|1|1|0|415,antibiotic target protection,gnl|BL_ORD_ID|2754|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-9.1-mRNA-1 protein AED:0.41 eAED:0.41 QI:0|0|0|1|1|1|2|0|543,antibiotic efflux,gnl|BL_ORD_ID|1529|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-12.121-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|1063,antibiotic target protection,gnl|BL_ORD_ID|1222|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-18.206-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|1923,antibiotic efflux,gnl|BL_ORD_ID|425|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-20.4-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|998,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-20.20-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|1287,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-23.279-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|4|0|1166,antibiotic target alteration,gnl|BL_ORD_ID|2097|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-28.9-mRNA-1 protein AED:0.05 eAED:0.01 QI:0|0|0|1|1|1|2|0|1428,antibiotic efflux,gnl|BL_ORD_ID|2377|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-29.35-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.75|0.6|5|0|1543,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,SPDT01000001
snap_masked-SPDT01000005.1-processed-gene-29.18-mRNA-1 protein AED:0.10 eAED:0.11 QI:0|0|0|1|1|1|4|0|309,antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-30.18-mRNA-1 protein AED:0.01 eAED:0.02 QI:0|0|0|1|1|1|3|0|1213,antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2495|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-snap-gene-34.65-mRNA-1 protein AED:0.12 eAED:0.12 QI:0|0|0|1|0.9|0.90|11|0|563,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-35.166-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|606,antibiotic efflux,gnl|BL_ORD_ID|1840|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-35.168-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|1|1|2|0|441,antibiotic target protection,gnl|BL_ORD_ID|2750|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-35.199-mRNA-1 protein AED:0.09 eAED:0.05 QI:0|0|0|1|1|1|4|0|548,antibiotic efflux,gnl|BL_ORD_ID|1069|hsp_num:0,SPDT01000001
