Gene	MobiDBLite	Gene3D	CDD	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	Phobius	SignalP_EUK	SignalP_GRAM_POSITIVE	TMHMM	SMART	Coils	ProSitePatterns	PATHWAY	PIRSF	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	SFLD	TIGRFAM	ProDom
augustus_masked-scaffold118-processed-gene-0.36-mRNA-1	NA	G3DSA:3.10.20.30	cd00207	IPR018298	SSF54292	PTHR23426;PTHR23426:SF25	GO:0009055;GO:0051537;GO:0051536	PF00111	PS51085	NA	NA	NA	NA	NA	NA	PS00814	Reactome: R-HSA-1362409|Reactome: R-HSA-196108|Reactome: R-HSA-211976|Reactome: R-HSA-2395516|Reactome: R-HSA-5579026	NA	PR00355	NA	NA	NA	NA	NA
augustus_masked-scaffold98-processed-gene-0.56-mRNA-1	mobidb-lite	NA	NA	IPR000612	NA	PTHR21659:SF57;PTHR21659	GO:0016021	PF01679	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold28-snap-gene-0.50-mRNA-1	NA	G3DSA:2.130.10.10	cd00200	IPR001680	SSF50978	PTHR19842:SF0;PTHR19842	GO:0005515;GO:0031929;GO:0031931;GO:0031932;GO:0032008	PF00400	PS50082;PS50294	NA	NA	NA	NA	SM00320	NA	PS00678	Reactome: R-HSA-1257604|Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-3371571|Reactome: R-HSA-380972|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5628897|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757|Reactome: R-HSA-8943724	NA	PR00320	NA	NA	NA	NA	NA
maker-scaffold203-augustus-gene-0.65-mRNA-1	NA	G3DSA:1.20.140.30	NA	IPR005301	SSF101152	PTHR22599;PTHR22599:SF8	NA	PF03637	NA	NA	NA	NA	NA	SM01388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold6-processed-gene-2.185-mRNA-1	NA	G3DSA:3.40.109.10	cd02140	IPR000415	SSF55469	PTHR43035;PTHR43035:SF2	GO:0016491;GO:0016657;GO:0034599	PF00881	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-209968	NA	NA	NA	NA	NA	NA	NA
maker-scaffold31-augustus-gene-0.373-mRNA-1	mobidb-lite	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	cd06454	IPR015422	SSF53383	PTHR13693:SF57;PTHR13693	GO:0003824;GO:0009058;GO:0030170;GO:0016740;GO:0003870;GO:0033014	PF00155	NA	NA	NA	SignalP-TM	NA	NA	NA	PS00599	KEGG: 00260+2.3.1.37|KEGG: 00860+2.3.1.37|MetaCyc: PWY-5189|MetaCyc: PWY-7536|Reactome: R-HSA-189451	NA	NA	NA	NA	NA	TIGR01821	NA
maker-scaffold94-augustus-gene-0.11-mRNA-1	mobidb-lite	NA	NA	IPR000008	SSF49562	PTHR24356:SF154;PTHR24356	NA	PF00168	NA	NA	NA	NA	NA	SM00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold85-augustus-gene-0.225-mRNA-1	NA	G3DSA:3.40.50.1820	cd00519	IPR002921	SSF53474	PTHR21493:SF225;PTHR21493	GO:0006629	PF01764	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold75-processed-gene-0.161-mRNA-1	NA	G3DSA:3.65.10.20;G3DSA:3.30.360.20	cd00875	IPR000228	SSF55205	PTHR11096;PTHR11096:SF1	GO:0006396;GO:0005730;GO:0042254;GO:0003824	PF01137;PF05189	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	TIGR03400	PD397608
maker-scaffold69-augustus-gene-0.131-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold32-processed-gene-0.155-mRNA-1	mobidb-lite	G3DSA:3.40.50.880;G3DSA:3.20.20.70	cd01743;cd00405;cd00331	IPR001468	SSF52317;SSF51366	PTHR43418;PTHR43418:SF4	GO:0004425;GO:0006568;GO:0004640;GO:0004049;GO:0003824	PF00697;PF00218;PF00117	PS51273	NA	NA	NA	NA	NA	NA	PS00614	KEGG: 00400+4.1.1.48	PIRSF001382	PR00096;PR00097	MF_00135	NA	NA	TIGR00566	NA
augustus_masked-scaffold259-processed-gene-0.28-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold12-augustus-gene-1.3-mRNA-1	NA	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	NA	IPR025110	SSF56801	PTHR24096:SF271;PTHR24096	GO:0003824	PF13193;PF00501	NA	NA	NA	NA	NA	NA	NA	PS00455	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold30-processed-gene-0.49-mRNA-1	NA	NA	NA	NA	NA	PTHR42077	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold165-processed-gene-0.118-mRNA-1	mobidb-lite	G3DSA:3.40.1490.10	cd02430	IPR002833	SSF102462	PTHR12649;PTHR12649:SF11	GO:0004045	PF01981	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	MetaCyc: PWY-6308	NA	NA	NA	NA	NA	TIGR00283	NA
maker-scaffold54-augustus-gene-0.318-mRNA-1	NA	G3DSA:3.40.50.1010	cd09902	IPR037314	SSF88723	PTHR11081:SF32;PTHR11081	GO:0004518;GO:0006281	PF12247;PF12246;PF00752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00853	NA	NA	NA	NA	NA
maker-scaffold18-augustus-gene-1.43-mRNA-1	NA	G3DSA:1.10.287.370	NA	IPR016655	SSF46579	PTHR12409	GO:0006457;GO:0016272	PF02996	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-389957	PIRSF016396	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold3-processed-gene-1.125-mRNA-1	mobidb-lite	NA	NA	IPR039454	NA	PTHR38402	GO:0031307;GO:1990593	PF17304	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold33-snap-gene-0.122-mRNA-1	NA	G3DSA:3.40.640.10	NA	IPR002129	SSF53383	PTHR42735;PTHR42735:SF4	GO:0016831;GO:0019752;GO:0030170;GO:0003824	PF00282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold39-augustus-gene-0.15-mRNA-1	mobidb-lite	NA	NA	IPR020373	NA	PTHR31601		PF10937	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA
maker-scaffold57-snap-gene-0.351-mRNA-1	mobidb-lite	G3DSA:3.40.50.620	cd00293	IPR006015	SSF52402	PTHR31964:SF109;PTHR31964	NA	PF00582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold89-augustus-gene-0.4-mRNA-1	NA	G3DSA:3.40.50.300	NA	IPR001806	SSF52540	PTHR24072:SF172;PTHR24072	GO:0003924;GO:0005525	PF00071	NA	NA	NA	NA	NA	SM00175;SM00174	NA	NA	NA	NA	PR00449	NA	NA	NA	NA	NA
augustus_masked-scaffold14-processed-gene-0.82-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold110-snap-gene-0.64-mRNA-1	NA	G3DSA:3.30.830.10	NA	IPR037718	SSF63411	PTHR11851:SF103;PTHR11851	GO:0004222;GO:0006627;GO:0017087;GO:0006508;GO:0003824;GO:0046872	PF00675;PF05193	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	NA	NA	NA	PS00143	Reactome: R-HSA-1268020|Reactome: R-HSA-8949664	NA	NA	NA	NA	NA	NA	NA
maker-scaffold142-augustus-gene-0.161-mRNA-1	mobidb-lite	G3DSA:3.30.740.10	NA	IPR019763	SSF54648	PTHR11886;PTHR11886:SF52	GO:0005875;GO:0007017;GO:0030286	PF01221	NA	NA	NA	NA	NA	SM01375	NA	PS01239	Reactome: R-HSA-141444|Reactome: R-HSA-1632852|Reactome: R-HSA-2132295|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3371497|Reactome: R-HSA-5620924|Reactome: R-HSA-5663220|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold159-processed-gene-0.114-mRNA-1	mobidb-lite	NA	NA	IPR013087	NA	NA	GO:0003676	NA	PS50157	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold94-augustus-gene-0.12-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold79-processed-gene-0.31-mRNA-1	NA	G3DSA:1.50.40.10	NA	IPR023395	SSF103506	PTHR24089;PTHR24089:SF469	GO:0022857	PF00153	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold57-snap-gene-0.373-mRNA-1	mobidb-lite	G3DSA:3.10.20.550	NA	IPR010516	NA	PTHR13082		PF06487	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214815|Reactome: R-HSA-427413	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold101-processed-gene-0.19-mRNA-1	NA	NA	NA	IPR007512	NA	PTHR21304;PTHR21304:SF0	GO:0005743;GO:0061617	PF04418	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	Reactome: R-HSA-8949613	NA	NA	NA	NA	NA	NA	NA
maker-scaffold11-augustus-gene-2.179-mRNA-1	NA	G3DSA:1.20.58.1140	NA	IPR005349	NA	PTHR12668;PTHR12668:SF15	GO:0016020	PF03647	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold5-processed-gene-3.37-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.171-mRNA-1	NA	G3DSA:3.20.10.10;G3DSA:3.30.470.10	cd01557	IPR001544	SSF56752	PTHR11825;PTHR11825:SF69	GO:0003824;GO:0004084;GO:0009081	PF01063	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	PS00770	Reactome: R-HSA-70895	PIRSF006468	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.163-mRNA-1	mobidb-lite	NA	NA	IPR013536	NA	PTHR23153;PTHR23153:SF36	NA	PF08325	PS51397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-1.73-mRNA-1	NA	NA	NA	NA	NA	PTHR38049:SF1;PTHR38049	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.170-mRNA-1	NA	G3DSA:3.40.30.10	cd03028	IPR002109	SSF52833	PTHR10293:SF16;PTHR10293	GO:0009055;GO:0015035;GO:0045454;GO:0015036	PF00462	PS51354	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1362409	PIRSF005894	NA	NA	NA	NA	TIGR00365	NA
maker-scaffold48-snap-gene-0.1-mRNA-1	mobidb-lite	G3DSA:3.40.50.720	NA	IPR016210	SSF53223;SSF51735	PTHR11606;PTHR11606:SF9	GO:0004352;GO:0019551;GO:0055114;GO:0006520;GO:0016491	PF00208	NA	NA	NA	NA	NA	SM00839	NA	PS00074	KEGG: 00220+1.4.1.2|KEGG: 00250+1.4.1.2|KEGG: 00430+1.4.1.2|KEGG: 00910+1.4.1.2|MetaCyc: PWY-5022|MetaCyc: PWY-6728|MetaCyc: PWY-7126	PIRSF000184	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold65-processed-gene-0.140-mRNA-1	NA	G3DSA:3.40.630.30	NA	IPR000182	SSF55729	PTHR13256:SF67;PTHR13256	GO:0016747	PF13302	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold38-augustus-gene-0.156-mRNA-1	mobidb-lite	NA	cd14688	IPR021833	NA	PTHR11462:SF39;PTHR11462	NA	PF11905	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold42-processed-gene-0.17-mRNA-1	NA	G3DSA:3.40.50.1580	NA	IPR009486	NA	PTHR38643	GO:0055085	PF06516	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	PIRSF013171	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold4-processed-gene-3.19-mRNA-1	mobidb-lite	NA	NA	IPR025040	NA	NA	NA	PF13136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold25-augustus-gene-0.134-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold13-augustus-gene-1.73-mRNA-1	mobidb-lite	G3DSA:3.30.1370.50;G3DSA:3.30.70.330	cd12253	IPR036867	SSF54928;SSF82708	PTHR23003:SF17;PTHR23003	GO:0003676	PF00076;PF01424	PS50102;PS51061	NA	NA	NA	NA	SM00393;SM00360	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold143-processed-gene-0.15-mRNA-1	NA	NA	NA	IPR031463	NA	NA	GO:0042407;GO:0044284;GO:0061617	PF17050	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold23-augustus-gene-0.11-mRNA-1	NA	NA	NA	IPR007248	NA	PTHR11266;PTHR11266:SF50	GO:0016021	PF04117	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold68-augustus-gene-0.271-mRNA-1	mobidb-lite	NA	NA	IPR022234	NA	PTHR37450	NA	PF12585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold202-processed-gene-0.57-mRNA-1	NA	G3DSA:3.40.50.620	NA	IPR014729	SSF52374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold101-processed-gene-0.185-mRNA-1	NA	G3DSA:3.20.20.70	cd00311	IPR020861	SSF51351	PTHR21139:SF15;PTHR21139	GO:0004807;GO:0003824;GO:0006096	PF00121	PS51440	NA	NA	NA	NA	NA	Coil	PS00171	KEGG: 00010+5.3.1.1|KEGG: 00051+5.3.1.1|KEGG: 00562+5.3.1.1|KEGG: 00710+5.3.1.1|MetaCyc: PWY-1042|MetaCyc: PWY-5484|MetaCyc: PWY-6142|MetaCyc: PWY-7003|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	NA	MF_00147_B	NA	NA	TIGR00419	NA
maker-scaffold112-augustus-gene-0.118-mRNA-1	NA	G3DSA:1.10.10.850;G3DSA:3.20.20.60	cd00377	IPR039556	SSF51621	PTHR21631:SF13;PTHR21631	GO:0003824;GO:0004451;GO:0019752	PF00463	NA	NA	NA	SignalP-TM	NA	NA	NA	PS00161	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	PIRSF001362	NA	NA	NA	NA	TIGR01346	NA
maker-scaffold212-snap-gene-0.12-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR011990	SSF81901	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold158-processed-gene-0.141-mRNA-1	NA	NA	NA	IPR037365	NA	PTHR11158;PTHR11158:SF29	GO:0005758	PF04707	PS50904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold119-processed-gene-0.122-mRNA-1	NA	NA	NA	IPR005282	NA	PTHR13131;PTHR13131:SF5		PF04193	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00679	NA	NA	Reactome: R-HSA-425393|Reactome: R-HSA-5223345	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold175-processed-gene-0.133-mRNA-1	NA	G3DSA:2.170.150.70	NA	IPR006913	SSF51316	PTHR33337	GO:0016846	PF04828	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-augustus-gene-3.276-mRNA-1	NA	G3DSA:3.30.300.310;G3DSA:3.40.50.12780	NA	IPR020845	SSF56801	PTHR43859:SF4;PTHR43859	GO:0003824	PF00501;PF13193	NA	NA	NA	NA	NA	NA	NA	PS00455	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold20-augustus-gene-0.144-mRNA-1	NA	G3DSA:3.40.50.720	NA	IPR036291	SSF51735	PTHR43544;PTHR43544:SF7	GO:0016491	PF00106	NA	NA	NA	NA	NA	NA	NA	PS00061	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA
augustus_masked-scaffold72-processed-gene-0.310-mRNA-1	mobidb-lite	NA	NA	IPR010730	NA	PTHR24148;PTHR24148:SF57	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold76-processed-gene-0.266-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold43-snap-gene-0.263-mRNA-1	mobidb-lite	G3DSA:3.40.30.10	NA	IPR036249	SSF52833	PTHR36417	NA	PF10262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.141-mRNA-1	NA	NA	NA	IPR009598	NA	PTHR13259	NA	PF06726	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	SM01396	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD062192
maker-scaffold149-augustus-gene-0.9-mRNA-1	mobidb-lite	G3DSA:3.30.420.40	NA	IPR018485	SSF53067	PTHR10196;PTHR10196:SF57	GO:0005975;GO:0016773	PF02782;PF00370	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-1.165-mRNA-1	mobidb-lite	NA	NA	IPR036457	SSF81606	PTHR12320;PTHR12320:SF24		NA	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold117-processed-gene-0.111-mRNA-1	mobidb-lite	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	IPR000719	SSF56112	PTHR24056	GO:0004672;GO:0005524;GO:0006468	PF00069	PS50011	NA	NA	NA	NA	SM00220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold201-augustus-gene-0.53-mRNA-1	mobidb-lite	NA	NA	IPR007248	NA	PTHR11266:SF36;PTHR11266	GO:0016021	PF04117	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
augustus_masked-scaffold188-processed-gene-0.25-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold7-processed-gene-2.223-mRNA-1	NA	NA	NA	IPR008427	NA	NA	NA	PF05730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold76-processed-gene-0.304-mRNA-1	mobidb-lite	G3DSA:1.20.910.10	NA	IPR016084	SSF48613	PTHR41813		NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	NA	NA	NA	NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold189-processed-gene-0.78-mRNA-1	mobidb-lite	NA	NA	IPR011257	SSF48150	PTHR15074:SF0;PTHR15074	GO:0003824;GO:0006281	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-110357	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-augustus-gene-2.78-mRNA-1	NA	G3DSA:3.90.245.10	NA	IPR036452	SSF53590	PTHR12304:SF4;PTHR12304	NA	PF01156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold30-augustus-gene-1.140-mRNA-1	NA	G3DSA:3.30.40.10	cd14447;cd16449	IPR017907	SSF57850	PTHR23327:SF25;PTHR23327	GO:0046872	PF03105;PF00097	PS50089;PS51382	NA	NA	NA	NA	SM00184	NA	PS00518	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold116-processed-gene-0.5-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold112-processed-gene-0.142-mRNA-1	NA	NA	NA	IPR001209	SSF57716	PTHR19836	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF00253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold337-exonerate_protein2genome-gene-0.0-mRNA-1	NA	G3DSA:1.20.5.100;G3DSA:3.40.50.720	NA	IPR014026	SSF51735;SSF48179	PTHR43750;PTHR43750:SF2	GO:0016616;GO:0051287;GO:0055114	PF00984;PF03721	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-173599	NA	NA	NA	NA	NA	TIGR03026	NA
augustus_masked-scaffold4-processed-gene-3.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR38119:SF1;PTHR38119	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-2.0-mRNA-1	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	cd05652	IPR002933	SSF55031;SSF53187	PTHR43808;PTHR43808:SF12	GO:0016787;GO:0006508;GO:0008237	PF01546;PF07687	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	PS00758	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold26-snap-gene-1.57-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	NA	IPR011387	SSF82171	PTHR13227	GO:0003743;GO:0006413;GO:0005515	PF08662	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF017222	NA	NA	NA	NA	NA	NA
maker-scaffold64-snap-gene-0.79-mRNA-1	NA	NA	NA	IPR022036	NA	PTHR35020;PTHR35020:SF3	NA	PF12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-augustus-gene-3.294-mRNA-1	mobidb-lite	NA	NA	IPR029175	NA	PTHR13043	GO:0000145;GO:0006893	PF15469	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold92-processed-gene-0.9-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.160-mRNA-1	NA	G3DSA:3.30.479.30	cd03399	IPR027705	SSF117892	PTHR13806;PTHR13806:SF20		PF01145	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-8849932	NA	NA	NA	NA	NA	NA	NA
