1433_CANAL,SIMILARITY: Belongs to the 14-3-3 family.
MEP8_COCP7,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
MEP9_COCP7,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates and probably acts as a virulence factor (By similarity).
MEP_ASPFC,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates and probably acts as a virulence factor (By similarity).
MEP_NEOFI,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates and probably acts as a virulence factor (By similarity).
NPIIA_ARTGP,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIA_ARTOC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIA_ASPFC,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIA_ASPFU,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIA_TRIRU,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIB_ARTBC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIB_ARTGP,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIB_ARTOC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIB_ASPFC,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIB_TRIRU,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIB_TRIVH,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIC_ARTBC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIC_ARTGP,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIC_ARTOC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIC_ASPFU,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIC_TRIVH,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIID_ARTBC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIID_ARTGP,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIID_ARTOC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIID_TRIVH,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIE_ARTBC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIE_ARTOC,FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.
NPIIF_ARTBC,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIF_ARTGP,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NPIIF_TRIVH,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).
NTE1_CANAL,FUNCTION: Intracellular phospholipase B that catalyzes the double deacylation of phosphatidylcholine (PC) to glycerophosphocholine (GroPCho). Plays an important role in membrane lipid homeostasis. Responsible for the rapid PC turnover in response to inositol, elevated temperatures, or when choline is present in the growth medium (By similarity).
O00094_FUSOX,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
O13314_MAGGR,Unknown
O13316_MAGGR,Unknown
O13328_MAGGR,Unknown
O13337_MAGGR,Unknown
O13352_MAGGR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
O13383_CANAL,Unknown
O13407_MAGGR,SIMILARITY: Belongs to the ABC transporter superfamily.
O42620_MAGGR,SIMILARITY: Belongs to the carnitine/choline acetyltransferase family.
O42624_MAGGR,Unknown
O42695_CANAL,SIMILARITY: Contains 1 histidine kinase domain.
O42696_CANAL,SIMILARITY: Contains 1 histidine kinase domain.
O42718_PHYIN,Unknown
O42719_PHYIN,Unknown
O42722_CRYNE,Unknown
O42793_COLTR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
O43115_9PEZI,Unknown
O43117_COLGL,Unknown
O43118_9FUNG,Unknown
O59897_ASPFM,Unknown
O59900_CRYNE,Unknown
O59918_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
O59928_HYPVI,SIMILARITY: Belongs to the glycosyl hydrolase 18 family.
O59937_FUSOX,SIMILARITY: Belongs to the glycosyl hydrolase 10 (cellulase F) family.
O59959_NEUCS,Unknown
O60023_ASPFM,Unknown
O60026_ASPFM,Unknown
O60034_BOTFU,SIMILARITY: Belongs to the ABC transporter superfamily.
O60038_CLAPU,FUNCTION: Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide (By similarity).
O74123_PHYBL,Unknown
O74271_CANAL,SIMILARITY: Contains 1 histidine kinase domain.
O74686_AJECA,Unknown
O93800_ALTAL,Unknown
O93801_ALTAL,Unknown
O93802_ALTAL,SIMILARITY: Belongs to the short-chain dehydrogenases/reductases (SDR) family.
O93841_9PEZI,Unknown
O93842_FUSSP,Unknown
O93886_9PEZI,Unknown
O94100_BOTFU,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
O94101_BOTFU,Unknown
O94196_MAGGR,Unknown
O97359_PHYCI,Unknown
O97360_PHYCI,Unknown
O97361_PHYCI,Unknown
OPSB_ARTBC,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).
OPSB_ARTOC,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).
OPSB_ASPFU,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).
OPSB_TRIVH,FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).
ORYZ_ASPFC,FUNCTION: Secreted alkaline protease that allows assimilation of proteinaceous substrates (By similarity). Acts as a significant virulence factor in invasive aspergillosis. Involved in immune evasion from the human and mice complement systems during infection. Efficiently cleaves important components of the complement cascade such as such as C3, C4, C5, and C1q, as well as IgG, which leads to down-regulation of complement activation at the hyphal surface (By similarity).
ORYZ_ASPFU,FUNCTION: Secreted alkaline protease that allows assimilation of proteinaceous substrates. Acts as a significant virulence factor in invasive aspergillosis. Involved in immune evasion from the human and mice complement systems during infection. Efficiently cleaves important components of the complement cascade such as such as C3, C4, C5, and C1q, as well as IgG, which leads to down- regulation of complement activation at the hyphal surface.
P78585_BOTFU,SIMILARITY: Contains 1 C2 domain.
P78607_CLAPU,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
P78608_CLAPU,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
P78737_9PLEO,Unknown
P79049_PICAN,COFACTOR: Iron (By similarity).
P79068_GLOLA,Unknown
P87042_9HYPO,Unknown
P87043_METAN,Unknown
P87198_USTMD,SIMILARITY: Belongs to the kinesin-like protein family.
P87199_USTMD,SIMILARITY: Belongs to the kinesin-like protein family.
P97995_ASPFM,SIMILARITY: Contains 1 cytochrome b5 heme-binding domain.
PABP_COCIM,FUNCTION: Binds the poly(A) tail of mRNA. Appears to be an important mediator of the multiple roles of the poly(A) tail in mRNA biogenesis, stability and translation. In the nucleus, involved in both mRNA cleavage and polyadenylation. Is also required for efficient mRNA export to the cytoplasm. Acts in concert with a poly(A)-specific nuclease (PAN) to affect poly(A) tail shortening, which may occur concomitantly with either nucleocytoplasmic mRNA transport or translational initiation. In the cytoplasm, stimulates translation initiation and regulates mRNA decay through translation termination-coupled poly(A) shortening, probably mediated by PAN (By similarity).
PACC_CANAL,FUNCTION: Transcription factor that mediates regulation of both acid- and alkaline-expressed genes in response to ambient pH. At alkaline ambient pH, activates transcription of alkaline-expressed genes (including RIM101 itself) and represses transcription of acid-expressed genes. Specifically recognizes and binds the consensus sequence 5'-CCAAGAA-3'. Required for the control of alkaline pH-induced filamentation (dimorphic switch) and virulence.
PACC_EMENI,FUNCTION: Transcription factor that mediates regulation of both acid- and alkaline-expressed genes in response to ambient pH. At alkaline ambient pH, activates transcription of alkaline-expressed genes (including pacC itself) and represses transcription of acid- expressed genes. Specifically recognizes and binds the consensus sequence 5'-GCCARG-3'. Required for virulence in invasive pulmonary aspergillosis (IPA).
PACC_FUSOX,FUNCTION: Transcription factor that mediates regulation of both acid- and alkaline-expressed genes in response to ambient pH. At alkaline ambient pH, activates transcription of alkaline-expressed genes (including pacC itself) and represses transcription of acid- expressed genes. Specifically recognizes and binds the consensus sequence 5'-GCCARG-3'. May act as a negative regulator of virulence to plants.
PALA_CANAL,FUNCTION: Required for the proteolytic cleavage of the transcription factor RIM101 in response to alkaline ambient pH. May act as a scaffold protein that recruits the calpain-like protease RIM13 via SNF7 to its substrate RIM101 (By similarity). Required for filamentation.
PALB_CANAL,FUNCTION: Required for the proteolytic cleavage of the transcription factor RIM101 in response to alkaline ambient pH (By similarity).
PALF_CANAL,FUNCTION: Required for the proteolytic cleavage of the transcription factor RIM101 in response to alkaline ambient pH. Required for hyphal development.
PEPA_ARTBC,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PEPA_ARTOC,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PEPA_ASPFC,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PEPA_ASPFU,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PEPA_COCP7,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PEPA_TRIVH,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane, elastin, collagen, and laminin. Thought to play a significant role in virulence (By similarity).
PESC_CANAL,FUNCTION: Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome (By similarity). Required for the transition from hyphal to yeast growth.
PHR1_CANAL,FUNCTION: Required for apical cell growth and plays an essential role in morphogenesis. May be integral to the pathogenic ability of the organism.
PHR2_CANAL,FUNCTION: Required for apical cell growth and plays an essential role in morphogenesis. May be integral to the pathogenic ability of the organism (By similarity).
PLB1_CANAL,FUNCTION: Catalyzes the release of fatty acids from lysophospholipids. Phospholipase B may well contribute to pathogenicity by abetting the fungus in damaging and traversing host cell membranes, processes which likely increase the rapidity of disseminated infection.
PLB1_CRYNV,FUNCTION: Exhibits phospholipase B (PLB), lysophospholipase (LPL) and lysophospholipase/transacylase (LPTA) activities.
PLYB_COLGL,FUNCTION: Acts as a virulence factor active in plant tissue maceration.
PMT1_CANAL,FUNCTION: Transfers mannose from Dol-P-mannose to Ser or Thr residues on proteins.
PYRF_CANAL,CATALYTIC ACTIVITY: Orotidine 5'-phosphate = UMP + CO(2).
Q000T6_BOTFU,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q00350_COCCA,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.
Q00351_COCCA,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.
Q00364_CLAFU,Unknown
Q00365_CLAFU,Unknown
Q00368_9PEZI,Unknown
Q00523_CRYNE,Unknown
Q00635_9FUNG,Unknown
Q00639_BLUGR,Unknown
Q00819_CRYNE,Unknown
Q00838_9ASCO,Unknown
Q00845_NECHA,Unknown
Q00950_AJECA,Unknown
Q00LS5_PHAND,SIMILARITY: Contains 1 protein kinase domain.
Q01143_MAGGR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q01144_MAGGR,Unknown
Q01145_MAGGR,Unknown
Q01150_MAGGR,Unknown
Q01152_MAGGR,Unknown
Q01446_NECHA,Unknown
Q01739_PENCH,Unknown
Q01905_PHYIN,Unknown
Q01932_PENMA,Unknown
Q02039_RHYSE,Unknown
Q04701_FUSSO,Unknown
Q07080_CRYNE,Unknown
Q079H0_9HELO,Unknown
Q079H2_9HELO,Unknown
Q09MP4_ALTBR,Unknown
Q09MP5_COCMI,Unknown
Q09QS2_ERYGR,Unknown
Q09QS3_ERYGR,Unknown
Q09RL3_CRYNE,Unknown
Q0PND8_MAGGR,SIMILARITY: Belongs to the AAA ATPase family.
Q0QWD8_LEPMC,SIMILARITY: Belongs to the thiolase family.
Q0TZ70_PHANO,Unknown
Q0UWX9_PHANO,Unknown
Q0WXM3_FUSOX,SIMILARITY: Contains 1 Zn(2)-C6 fungal-type DNA-binding domain.
Q14DY0_9AGAR,Unknown
Q156F4_BOTFU,Unknown
Q156F5_BOTFU,Unknown
Q197G0_CRYNV,Unknown
Q1A1Y7_CRYNV,SIMILARITY: Contains 1 histidine kinase domain.
Q1AHN1_COLGL,SUBUNIT: Dimer of alpha and beta chains (By similarity).
Q1AMT8_TRIRU,Unknown
Q1HGK2_MAGGR,Unknown
Q1JV39_CORMI,Unknown
Q1L2E2_PHAND,COFACTOR: Pyridoxal phosphate (By similarity).
Q1WN54_COPDI,Unknown
Q1WN55_COPDI,Unknown
Q1WN56_COPDI,Unknown
Q1WN61_COPDI,Unknown
Q1WN65_COPDI,Unknown
Q1WN66_COPDI,Unknown
Q1WN77_COPDI,Unknown
Q1WN83_COPDI,Unknown
Q1WN93_COPDI,Unknown
Q258K5_LEPMC,Unknown
Q27PP1_EMENI,Unknown
Q2H9J2_CHAGB,Unknown
Q2HZ32_CANPA,Unknown
Q2I0M6_CERNC,Unknown
Q2KEU0_MAGO7,Unknown
Q2KG56_MAGO7,SIMILARITY: Belongs to the small GTPase superfamily. Rho family.
Q2KN79_FUSOX,Unknown
Q2L7J5_FUSSO,Unknown
Q2LK92_BOTFU,SIMILARITY: Belongs to the FKBP-type PPIase family.
Q2LMP0_BOTFU,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.
Q2MV43_MELLI,Unknown
Q2MV46_MELLI,Unknown
Q2MV49_MELLI,Unknown
Q2N0D8_PHYIN,Unknown
Q2N0D9_PHYIN,Unknown
Q2N0E0_PHYIN,Unknown
Q2N0E1_PHYIN,Unknown
Q2N0E2_PHYIN,Unknown
Q2N0E3_PHYIN,Unknown
Q2N0E4_PHYIN,Unknown
Q2N0E5_PHYIN,Unknown
Q2N0E6_PHYIN,Unknown
Q2N0E7_PHYIN,Unknown
Q2PBY8_CLAPU,SIMILARITY: Belongs to the small GTPase superfamily. Rho family.
Q2PEN8_9HYPO,SIMILARITY: Contains 1 FAD-binding FR-type domain.
Q2PEP0_9HYPO,SIMILARITY: Contains 1 FAD-binding FR-type domain.
Q2Q466_MAGGR,Unknown
Q2TJF8_GIBMO,Unknown
Q2UKQ5_ASPOR,Unknown
Q2UKQ6_ASPOR,Unknown
Q2V086_GLOLA,Unknown
Q2VLJ1_GIBZA,Unknown
Q2XW08_COCHE,Unknown
Q30E79_CRYNV,Unknown
Q30H30_CRYGA,SIMILARITY: Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family.
Q30H31_CRYGA,SIMILARITY: Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family.
Q30MP8_PARBR,Unknown
Q32WF7_PHAND,Unknown
Q3HWT3_9BASI,Unknown
Q3HWT4_9BASI,Unknown
Q3HWT6_9BASI,Unknown
Q3HWT7_9BASI,Unknown
Q3HWT9_9BASI,Unknown
Q3I4V7_CRYNV,Unknown
Q3Y5V5_MAGGR,SIMILARITY: Belongs to the ABC transporter superfamily.
Q4G495_BOTFU,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
Q4JEX9_TRIRU,Unknown
Q4KPC8_MAGGR,Unknown
Q4KRH1_ARTBE,Unknown
Q4P0Z0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P0Z1_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P0Z2_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3J4_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3J5_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3J6_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3J7_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3J9_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K1_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K2_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K3_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K4_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K5_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K7_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3K8_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L1_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L2_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L3_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L4_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L8_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P3L9_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P810_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P811_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P812_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P813_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P814_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P815_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P816_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P817_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P818_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P819_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P8E7_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P8E8_USTMA,COFACTOR: FAD (By similarity).
Q4P8E9_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P9L1_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4P9L2_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBH3_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBH5_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBH6_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBH8_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBI0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBN8_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBN9_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PBP0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PCG9_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PCH0_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PCH1_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PCH2_USTMA,SIMILARITY: Belongs to the bZIP family.
Q4PD87_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PDC5_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PDC7_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PF11_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PF12_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PF13_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PF14_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4PF15_USTMA,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4U2W2_ISSOR,Unknown
Q4U320_USTMD,SIMILARITY: Belongs to the cyclin family.
Q4WCL5_ASPFU,SIMILARITY: Belongs to the thiolase family.
Q4WDG8_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WDL0_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WEM7_ASPFU,SIMILARITY: Belongs to the class-I aminoacyl-tRNA synthetase family.
Q4WEN8_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WES1_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WGR1_ASPFU,COFACTOR: Iron (By similarity).
Q4WHH1_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WJ71_ASPFU,CATALYTIC ACTIVITY: CTP + phosphatidate = diphosphate + CDP- diacylglycerol.
Q4WKG5_ASPFU,FUNCTION: Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha-chain (By similarity).
Q4WKJ9_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WLS1_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WLT4_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WMR3_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WNM3_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WP25_ASPFU,SIMILARITY: Belongs to the GHMP kinase family.
Q4WPX2_ASPFU,Unknown
